Site,Condition,Bird,UnitTemp,Date,Time,AntennaNum,Notes
2015Felicity,BF,3B004A292E,32.9,9/9/2024,12:19:06,1,
2015Felicity,BF,3B004A292E,32.9,9/9/2024,12:19:16,1,
2015Felicity,BF,3B004A292E,32.9,9/9/2024,12:19:24,1,
2015Felicity,BF,3B004A292E,21.8,12/9/2024,6:52:58,1,
2015Felicity,BF,3B004A292E,25.2,12/9/2024,15:41:56,1,
2015Felicity,BF,3B004A292E,25.2,12/9/2024,15:42:02,1,
2015Felicity,BF,3B004A292E,25.2,12/9/2024,15:42:10,1,
2015Felicity,BF,3B004A292E,25.2,12/9/2024,15:42:16,1,
2015Felicity,BF,3B004A292E,25.3,12/9/2024,15:47:10,1,
2015Felicity,BF,3B004A292E,25.3,12/9/2024,15:47:20,1,
2015Felicity,BF,3B004A292E,25.3,12/9/2024,15:47:32,1,
2015Felicity,BF,3B004A292E,25.3,12/9/2024,15:47:39,1,
2015Felicity,BF,3B004A292E,27.2,12/10/2024,12:12:05,1,
2015Felicity,BF,3B004A292E,27.3,12/10/2024,12:13:05,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:14:14,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:15:29,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:15:43,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:15:55,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:01,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:07,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:13,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:45,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:51,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:16:57,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:17:03,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:17:09,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:17:15,1,
2015Felicity,BF,3B004A292E,24.6,13/09/2024,8:17:35,1,
2015Felicity,BF,3B004A292E,24.4,13/09/2024,8:17:42,1,
2015Felicity,BF,3B004A292E,24.4,13/09/2024,8:17:56,1,
2015Felicity,BF,3B004A292E,24.4,13/09/2024,8:18:02,1,
2015Felicity,BF,3B004A292E,24.4,13/09/2024,8:18:14,1,
2015Felicity,BF,3B004A292E,24.4,13/09/2024,8:19:34,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:21:29,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:21:35,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:22:31,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:22:37,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:23:00,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:16,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:22,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:28,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:34,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:44,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:24:56,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:02,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:08,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:16,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:22,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:33,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:39,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:45,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:51,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:25:59,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:05,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:11,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:17,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:23,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:37,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:43,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:51,1,
2015Felicity,BF,3B004A292E,24.3,13/09/2024,8:26:57,1,
2015Felicity,BF,3B004A292E,26.2,13/09/2024,9:16:33,1,
2015Felicity,BF,3B004A292E,26.2,13/09/2024,9:17:03,1,
2015Felicity,BF,3B004A292E,28.1,13/09/2024,14:59:37,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:03:02,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:05:05,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:05:13,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:05:21,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:05:29,1,
2015Felicity,BF,3B004A292E,27.4,13/09/2024,15:05:35,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:05:43,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:05:49,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:05:55,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:06:03,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:06:52,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:07:20,1,
2015Felicity,BF,3B004A292E,27.2,13/09/2024,15:07:34,1,
2015Felicity,BF,3B004A292E,26.9,13/09/2024,15:08:54,1,
2015Felicity,BF,3B004A292E,26.9,13/09/2024,15:09:19,1,
2015Felicity,BF,3B004A292E,26.9,13/09/2024,15:10:19,1,
2015Felicity,BF,3B004A292E,16.5,13/10/2024,8:35:30,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:47:08,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:47:26,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:47:43,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:47:49,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:47:59,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:05,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:15,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:21,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:27,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:33,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:39,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:47,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:48:57,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:05,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:11,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:23,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:39,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:45,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:49:55,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:50:02,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:50:12,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:50:18,1,
2015Felicity,BF,3B004A292E,22.9,14/09/2024,8:51:08,1,
2015Felicity,BF,3B004A292E,21.6,14/10/2024,8:52:39,1,
2015Felicity,BF,3B004A292E,21.6,14/10/2024,8:52:57,1,
2015Felicity,BF,3B004A292E,21.6,14/10/2024,8:53:08,1,
2015Felicity,BF,3B004A292E,19.7,15/10/2024,11:38:24,1,
2015Felicity,BF,3B004A292E,21.6,15/10/2024,13:19:21,1,
2015Felicity,BF,3B004A292E,21.9,15/10/2024,13:27:28,1,
2015Felicity,BF,3B004A292E,23.6,15/10/2024,14:11:45,1,
2015Felicity,BF,3B004A292E,18.9,17/10/2024,16:08:52,1,
2015Felicity,BF,3B004A292E,34.2,26/10/2024,9:58:06,1,
2015Felicity,BF,3B004A292E,34.2,26/10/2024,9:58:12,1,
2015Felicity,BF,3B004A292E,34.2,26/10/2024,9:58:17,1,
2015Felicity,BF,3B004A292E,34.2,26/10/2024,9:58:22,1,
2015Felicity,BF,3B004A292E,31.6,26/10/2024,14:01:58,1,
2015Felicity,BF,3B004A292E,31.6,26/10/2024,14:02:03,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:07,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:12,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:19,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:24,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:29,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:34,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:39,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:19:44,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:20:01,1,
2015Felicity,BF,3B004A292E,29.7,26/10/2024,16:20:13,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:45:02,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:45:07,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:46:18,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:46:29,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:46:37,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:46:48,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:46:53,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:47:03,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:47:08,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:47:19,1,
2015Felicity,BF,3B004A292E,22.1,28/10/2024,17:47:25,1,
2015Felicity,BF,3B004A292E,22.2,29/10/2024,11:11:23,1,
861Ogletree,BF,3B004AF09E,28.9,13/06/2024,10:56:36,1,
861Ogletree,BF,3B004AF09E,28.9,13/06/2024,10:56:42,1,
2081Covey,BF,3B004B187C,27.8,1/11/2024,15:41:09,1,
2081Covey,BF,3B004B187C,32.8,31/10/2024,17:00:57,1,
2081Covey,BF,3B004B187C,32.9,31/10/2024,17:18:17,1,
2081Covey,BF,3B004B187C,33,31/10/2024,17:20:25,1,
2081Covey,BF,3B004B187C,33,31/10/2024,17:20:26,1,
2081Covey,BF,3B004B187C,33,31/10/2024,17:20:28,1,
1011Lee,BFC,3B004B2751,26.4,1/11/2023,6:01:41,1,
1011Lee,BFC,3B004B2751,26.4,1/11/2023,6:02:13,1,
1011Lee,BFC,3B004B2751,26.4,1/11/2023,6:02:30,1,
1011Lee,BFC,3B004B2751,26.4,1/11/2023,6:04:12,1,
1011Lee,BFC,3B004B2751,26.4,1/11/2023,6:04:20,1,
1011Lee,BFC,3B004B2751,26.9,1/11/2023,6:04:52,1,
1011Lee,BFC,3B004B2751,26.9,1/11/2023,6:05:11,1,
1011Lee,BFC,3B004B2751,26.9,1/11/2023,6:05:21,1,
1011Lee,BFC,3B004B2751,26.9,1/11/2023,6:05:27,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:21:51,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:21:57,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:22,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:28,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:34,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:40,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:46,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:52,1,
1011Lee,BFC,3B004B2751,30.8,1/11/2023,8:22:58,1,
1011Lee,BFC,3B004B2751,30.7,1/11/2023,8:23:06,1,
1011Lee,BFC,3B004B2751,30.7,1/11/2023,8:23:26,1,
1011Lee,BFC,3B004B2751,30.7,1/11/2023,8:24:06,1,
1011Lee,BFC,3B004B2751,32.4,1/11/2023,10:03:19,1,
1011Lee,BFC,3B004B2751,32.6,1/11/2023,10:08:22,1,
1011Lee,BFC,3B004B2751,30.1,1/11/2023,14:10:17,1,
1011Lee,BFC,3B004B2751,30.1,1/11/2023,14:10:31,1,
1011Lee,BFC,3B004B2751,30.1,1/11/2023,14:10:41,1,
1011Lee,BFC,3B004B2751,35.8,8/11/2023,9:41:52,1,
1011Lee,BFC,3B004B2751,35.8,8/11/2023,9:42:25,1,
1011Lee,BFC,3B004B2751,35.8,8/11/2023,9:42:59,1,
1011Lee,BFC,3B004B2751,36,8/11/2023,9:43:07,1,
1011Lee,BFC,3B004B2751,39.9,8/11/2023,10:11:42,1,
1011Lee,BFC,3B004B2751,35.9,8/11/2023,13:25:42,1,
1011Lee,BFC,3B004B2751,35.9,8/11/2023,13:26:57,1,
1011Lee,BFC,3B004B2751,37.2,9/11/2023,10:06:51,1,
1011Lee,BFC,3B004B2751,38.1,9/11/2023,10:07:28,1,
1011Lee,BFC,3B004B2751,57,10/11/2023,12:37:47,1,
1011Lee,BFC,3B004B2751,33.4,10/11/2023,14:08:51,1,
1011Lee,BFC,3B004B2751,31.3,10/11/2023,14:50:45,1,
1011Lee,BFC,3B004B2751,31.2,10/11/2023,14:53:38,1,
1011Lee,BFC,3B004B2751,31.2,10/11/2023,14:54:13,1,
1011Lee,BFC,3B004B2751,31.2,10/11/2023,14:55:07,1,
1011Lee,BFC,3B004B2751,34.4,13/11/2023,7:46:41,1,
1011Lee,BFC,3B004B2751,34.3,13/11/2023,7:50:10,1,
1011Lee,BFC,3B004B2751,35.9,13/11/2023,8:52:39,1,
1011Lee,BFC,3B004B2751,36.2,13/11/2023,13:37:46,1,
1011Lee,BFC,3B004B2751,36.1,13/11/2023,13:38:27,1,
1011Lee,BFC,3B004B2751,36.1,13/11/2023,13:39:07,1,
1011Lee,BFC,3B004B2751,36.1,13/11/2023,13:39:23,1,
1011Lee,BFC,3B004B2751,36.1,13/11/2023,13:39:45,1,
1011Lee,BFC,3B004B2751,36.1,13/11/2023,13:39:57,1,
1011Lee,BFC,3B004B2751,34.3,13/11/2023,14:18:16,1,
1011Lee,BFC,3B004B2751,34.3,13/11/2023,14:18:30,1,
1011Lee,BFC,3B004B2751,34.3,13/11/2023,14:19:57,1,
1011Lee,BFC,3B004B2751,34.3,13/11/2023,14:20:19,1,
1011Lee,BFC,3B004B2751,32.8,14/11/2023,6:52:46,1,
1011Lee,BFC,3B004B2751,34.6,14/11/2023,9:39:33,1,
1011Lee,BFC,3B004B2751,35.7,14/11/2023,10:04:43,1,
1011Lee,BFC,3B004B2751,38.6,14/11/2023,10:51:57,1,
1011Lee,BFC,3B004B2751,37.9,14/11/2023,10:52:56,1,
1011Lee,BFC,3B004B2751,37.9,14/11/2023,10:53:24,1,
1011Lee,BFC,3B004B2751,37.9,14/11/2023,10:54:49,1,
1011Lee,BFC,3B004B2751,51.6,14/11/2023,12:01:47,1,
1011Lee,BFC,3B004B2751,26.4,14/11/2023,14:24:07,1,
1011Lee,BFC,3B004B2751,26.4,14/11/2023,14:26:12,1,
1011Lee,BFC,3B004B2751,33.6,15/11/2023,8:28:48,1,
1011Lee,BFC,3B004B2751,42.9,15/11/2023,10:46:58,1,
1011Lee,BFC,3B004B2751,34.7,15/11/2023,13:52:44,1,
1011Lee,BFC,3B004B2751,34.5,15/11/2023,13:56:22,1,
1011Lee,BFC,3B004B2751,34.2,15/11/2023,13:56:38,1,
1011Lee,BFC,3B004B2751,34.2,15/11/2023,13:57:00,1,
1011Lee,BFC,3B004B2751,30,16/11/2023,6:28:51,1,
1011Lee,BFC,3B004B2751,30,16/11/2023,6:29:09,1,
1011Lee,BFC,3B004B2751,33.4,16/11/2023,7:42:20,1,
1011Lee,BFC,3B004B2751,33.3,16/11/2023,7:43:48,1,
1011Lee,BFC,3B004B2751,33.3,16/11/2023,7:44:10,1,
1011Lee,BFC,3B004B2751,33.3,16/11/2023,7:44:27,1,
1011Lee,BFC,3B004B2751,33.3,16/11/2023,7:45:27,1,
1011Lee,BFC,3B004B2751,40.1,16/11/2023,10:02:43,1,
1011Lee,BFC,3B004B2751,40.1,16/11/2023,10:03:31,1,
1011Lee,BFC,3B004B2751,42.1,16/11/2023,10:46:20,1,
1011Lee,BFC,3B004B2751,56.6,16/11/2023,12:23:30,1,
1011Lee,BFC,3B004B2751,28.3,17/11/2023,6:14:13,1,
1011Lee,BFC,3B004B2751,28.6,17/11/2023,6:18:59,1,
1011Lee,BFC,3B004B2751,32.9,17/11/2023,8:17:20,1,
1011Lee,BFC,3B004B2751,56.9,17/11/2023,11:52:00,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:17:35,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:18:11,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:19:41,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:20:18,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:20:26,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:20:52,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:22:51,1,
1011Lee,BFC,3B004B2751,32.2,17/11/2023,14:22:57,1,
1011Lee,BFC,3B004B2751,27.1,18/11/2023,6:06:51,1,
1011Lee,BFC,3B004B2751,27.1,18/11/2023,6:06:57,1,
1011Lee,BFC,3B004B2751,27.1,18/11/2023,6:07:03,1,
1011Lee,BFC,3B004B2751,27.4,18/11/2023,6:09:06,1,
1011Lee,BFC,3B004B2751,27.4,18/11/2023,6:09:12,1,
1011Lee,BFC,3B004B2751,27.4,18/11/2023,6:09:20,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:42:43,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:42:49,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:42:55,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:01,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:07,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:13,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:19,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:25,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:31,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:37,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:43,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:49,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:43:56,1,
1011Lee,BFC,3B004B2751,29.6,18/11/2023,6:44:02,1,
1011Lee,BFC,3B004B2751,34,18/11/2023,7:31:36,1,
1011Lee,BFC,3B004B2751,32.9,18/11/2023,8:10:15,1,
1011Lee,BFC,3B004B2751,32.9,18/11/2023,8:11:12,1,
1011Lee,BFC,3B004B2751,32.9,18/11/2023,8:11:24,1,
1011Lee,BFC,3B004B2751,32.9,18/11/2023,8:12:04,1,
1011Lee,BFC,3B004B2751,32.8,18/11/2023,8:12:36,1,
1011Lee,BFC,3B004B2751,34.2,18/11/2023,8:57:32,1,
1011Lee,BFC,3B004B2751,55.3,18/11/2023,12:07:12,1,
1011Lee,BFC,3B004B2751,32.8,18/11/2023,14:05:50,1,
1011Lee,BFC,3B004B2751,32.8,18/11/2023,14:06:21,1,
1011Lee,BFC,3B004B2751,32.8,18/11/2023,14:06:27,1,
1011Lee,BFC,3B004B2751,32.8,18/11/2023,14:06:35,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:07:31,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:07:41,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:08:52,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:09:04,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:09:10,1,
1011Lee,BFC,3B004B2751,32.6,18/11/2023,14:09:28,1,
1011Lee,BFC,3B004B2751,38.2,31/10/2023,12:53:31,1,
1011Lee,BFC,3B004B2751,38.2,31/10/2023,12:55:10,1,
1011Lee,BFC,3B004B2751,38.2,31/10/2023,12:55:20,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:55:34,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:55:46,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:55:52,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:55:58,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:56:04,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:56:10,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:56:16,1,
1011Lee,BFC,3B004B2751,37.1,31/10/2023,12:56:22,1,
1011Lee,BFC,3B004B6417,24.1,6/11/2023,14:33:40,1,
1011Lee,BFC,3B004B6417,24.1,6/11/2023,14:33:41,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:43,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:45,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:47,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:48,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:50,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:51,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:53,1,
1011Lee,BFC,3B004B6417,23.5,7/11/2023,8:15:54,1,
1011Lee,BFC,3B004B6417,28.9,7/11/2023,11:47:18,1,
1011Lee,BFC,3B004B6417,28.9,7/11/2023,11:47:52,1,
1011Lee,BFC,3B004B6417,28.9,7/11/2023,11:47:55,1,
1011Lee,BFC,3B004B6417,30.5,7/11/2023,12:28:20,1,
1011Lee,BFC,3B004B6417,30.5,7/11/2023,12:28:26,1,
1011Lee,BFC,3B004B6417,30.3,7/11/2023,14:42:52,1,
1011Lee,BFC,3B004BD569,29.9,16/11/2023,6:26:12,1,
1011Lee,BFC,3B004BD569,29.9,16/11/2023,6:26:18,1,
1011Lee,BFC,3B004BD569,29.9,16/11/2023,6:26:34,1,
861Ogletree,BF,3B004BE3F9,27.8,23/10/2024,16:49:23,1,
1157Jenkins,BF,3B004C056E,21.1,21/08/2024,7:53:41,1,
1157Jenkins,BF,3B004C056E,21.1,21/08/2024,7:54:36,1,
1157Jenkins,BF,3B004C056E,21.1,21/08/2024,7:54:48,1,
1157Jenkins,BF,3B004C056E,21.1,21/08/2024,7:54:54,1,
1157Jenkins,BF,3B004C056E,21.1,21/08/2024,7:55:54,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:46:13,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:46:18,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:46:23,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:46:28,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:46:33,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:47:48,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:48:03,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:48:34,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:49:03,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:49:09,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:49:15,1,
1157Jenkins,BF,3B004C056E,30.3,23/08/2024,12:49:23,1,
1157Jenkins,BF,3B004C056E,30.5,23/08/2024,12:49:28,1,
1157Jenkins,BF,3B004C056E,30.5,23/08/2024,12:49:34,1,
1157Jenkins,BF,3B004C056E,30.5,23/08/2024,12:49:39,1,
1157Jenkins,BF,3B004C056E,33.2,23/08/2024,15:12:38,1,
1157Jenkins,BF,3B004C056E,33.2,23/08/2024,15:12:43,1,
1157Jenkins,BF,3B004C056E,33.2,23/08/2024,15:12:49,1,
1157Jenkins,BF,3B004C056E,33.2,23/08/2024,15:12:55,1,
1157Jenkins,BF,3B004C056E,33.2,23/08/2024,15:13:00,1,
1157Jenkins,BF,3B004C056E,33.3,23/08/2024,15:14:44,1,
1157Jenkins,BF,3B004C056E,33.3,23/08/2024,15:14:49,1,
1157Jenkins,BF,3B004C056E,32.6,24/08/2024,14:07:18,1,
861Ogletree,BF,3B004C2DFE,33.4,6/8/2024,12:58:04,1,
861Ogletree,BF,3B004C2DFE,28.1,13/10/2024,15:56:39,1,
861Ogletree,BF,3B004C2DFE,31,14/08/2024,16:25:36,1,
861Ogletree,BF,3B004C2DFE,28.2,17/11/2023,12:45:58,1,
861Ogletree,BF,3B004C2DFE,23.4,19/10/2024,16:45:52,1,
861Ogletree,BF,3B004C2DFE,21,19/10/2024,18:31:39,1,
861Ogletree,BF,3B004C2DFE,31.2,22/08/2024,15:57:04,1,
1157Jenkins,BF,3B004C36C1,28.9,3/11/2023,8:54:08,1,
1157Jenkins,BF,3B004C36C1,28.9,3/11/2023,8:54:13,1,
1157Jenkins,BF,3B004C36C1,28.9,3/11/2023,8:54:18,1,
1157Jenkins,BF,3B004C36C1,28.9,3/11/2023,8:54:24,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:07,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:15,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:20,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:26,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:31,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:44,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:49,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:54,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:55:59,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:56:04,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:56:09,1,
1157Jenkins,BF,3B004C36C1,28.7,3/11/2023,8:56:14,1,
1157Jenkins,BF,3B004C36C1,27.8,3/11/2023,9:59:32,1,
1157Jenkins,BF,3B004C36C1,27.8,3/11/2023,9:59:37,1,
1157Jenkins,BF,3B004C36C1,27.8,3/11/2023,9:59:58,1,
1157Jenkins,BF,3B004C36C1,27.1,3/11/2023,13:42:26,1,
1157Jenkins,BF,3B004C36C1,27.1,3/11/2023,13:42:32,1,
1157Jenkins,BF,3B004C36C1,27.1,3/11/2023,13:42:52,1,
1157Jenkins,BF,3B004C36C1,29.8,4/11/2023,7:21:52,1,
1157Jenkins,BF,3B004C36C1,29.8,4/11/2023,7:23:09,1,
1157Jenkins,BF,3B004C36C1,29.8,4/11/2023,7:23:44,1,
1157Jenkins,BF,3B004C36C1,31.9,7/10/2024,15:12:00,1,
1157Jenkins,BF,3B004C36C1,17.2,8/10/2024,8:16:53,1,
1157Jenkins,BF,3B004C36C1,24.1,11/10/2024,13:12:27,1,
1157Jenkins,BF,3B004C36C1,26.9,13/10/2024,12:20:09,1,
1157Jenkins,BF,3B004C36C1,17.9,17/10/2024,11:40:36,1,
