3B00184CBD,36.0,30/10/2023,09:02:25,1
3B00184CBD,36.1,30/10/2023,09:02:56,1
3B00184CBD,35.9,30/10/2023,11:47:14,1
3B00184CBD,35.9,30/10/2023,11:47:19,1
3B00184CBD,35.6,30/10/2023,11:48:59,1
3B00184CBD,35.6,30/10/2023,11:50:19,1
3B00184CBD,35.3,30/10/2023,11:51:07,1
3B00184CBD,35.3,30/10/2023,11:51:42,1
3B00184CBD,35.7,30/10/2023,12:32:57,1
3B00184CBD,35.7,30/10/2023,12:33:19,1
3B00184CBD,35.7,30/10/2023,12:33:24,1
3B004C36C1,28.9,03/11/2023,08:54:08,1
3B004C36C1,28.9,03/11/2023,08:54:13,1
3B004C36C1,28.9,03/11/2023,08:54:18,1
3B004C36C1,28.9,03/11/2023,08:54:24,1
3B004C36C1,28.7,03/11/2023,08:55:07,1
3B004C36C1,28.7,03/11/2023,08:55:15,1
3B004C36C1,28.7,03/11/2023,08:55:20,1
3B004C36C1,28.7,03/11/2023,08:55:26,1
3B004C36C1,28.7,03/11/2023,08:55:31,1
3B004C36C1,28.7,03/11/2023,08:55:44,1
3B004C36C1,28.7,03/11/2023,08:55:49,1
3B004C36C1,28.7,03/11/2023,08:55:54,1
3B004C36C1,28.7,03/11/2023,08:55:59,1
3B004C36C1,28.7,03/11/2023,08:56:04,1
3B004C36C1,28.7,03/11/2023,08:56:09,1
3B004C36C1,28.7,03/11/2023,08:56:14,1
3B004C36C1,27.8,03/11/2023,09:59:32,1
3B004C36C1,27.8,03/11/2023,09:59:37,1
3B004C36C1,27.8,03/11/2023,09:59:58,1
3B0018521E,27.7,03/11/2023,12:45:17,1
3B0018521E,27.7,03/11/2023,12:45:23,1
3B004C36C1,27.1,03/11/2023,13:42:26,1
3B004C36C1,27.1,03/11/2023,13:42:32,1
3B004C36C1,27.1,03/11/2023,13:42:52,1
3B004C36C1,29.8,04/11/2023,07:21:52,1
3B004C36C1,29.8,04/11/2023,07:23:09,1
3B004C36C1,29.8,04/11/2023,07:23:44,1
