3B004CDC4A,38.2,29/08/2024,14:19:59,1
3B004CDC4A,28.1,03/09/2024,09:09:52,1
3B004A292E,32.9,09/09/2024,12:19:06,1
3B004A292E,32.9,09/09/2024,12:19:16,1
3B004A292E,32.9,09/09/2024,12:19:24,1
3B004CDC4A,27.6,11/09/2024,14:03:06,1
3B004CDC4A,27.9,11/09/2024,14:24:28,1
3B004A292E,21.8,12/09/2024,06:52:58,1
3B004CDC4A,23.7,12/09/2024,13:40:51,1
3B004CDC4A,23.7,12/09/2024,13:41:39,1
3B004CDC4A,23.7,12/09/2024,13:41:47,1
3B004A292E,25.2,12/09/2024,15:41:56,1
3B004A292E,25.2,12/09/2024,15:42:02,1
3B004A292E,25.2,12/09/2024,15:42:10,1
3B004A292E,25.2,12/09/2024,15:42:16,1
3B004A292E,25.3,12/09/2024,15:47:10,1
3B004A292E,25.3,12/09/2024,15:47:20,1
3B004A292E,25.3,12/09/2024,15:47:32,1
3B004A292E,25.3,12/09/2024,15:47:39,1
3B004CDC4A,25.9,12/09/2024,16:21:46,1
3B004CDC4A,25.7,12/09/2024,16:42:04,1
3B004A292E,24.6,13/09/2024,08:14:14,1
3B004A292E,24.6,13/09/2024,08:15:29,1
3B004A292E,24.6,13/09/2024,08:15:43,1
3B004A292E,24.6,13/09/2024,08:15:55,1
3B004A292E,24.6,13/09/2024,08:16:01,1
3B004A292E,24.6,13/09/2024,08:16:07,1
3B004A292E,24.6,13/09/2024,08:16:13,1
3B004A292E,24.6,13/09/2024,08:16:45,1
3B004A292E,24.6,13/09/2024,08:16:51,1
3B004A292E,24.6,13/09/2024,08:16:57,1
3B004A292E,24.6,13/09/2024,08:17:03,1
3B004A292E,24.6,13/09/2024,08:17:09,1
3B004A292E,24.6,13/09/2024,08:17:15,1
3B004A292E,24.6,13/09/2024,08:17:35,1
3B004A292E,24.4,13/09/2024,08:17:42,1
3B004A292E,24.4,13/09/2024,08:17:56,1
3B004A292E,24.4,13/09/2024,08:18:02,1
3B004A292E,24.4,13/09/2024,08:18:14,1
3B004A292E,24.4,13/09/2024,08:19:34,1
3B004A292E,24.3,13/09/2024,08:21:29,1
3B004A292E,24.3,13/09/2024,08:21:35,1
3B004A292E,24.3,13/09/2024,08:22:31,1
3B004A292E,24.3,13/09/2024,08:22:37,1
3B004A292E,24.3,13/09/2024,08:23:00,1
3B004A292E,24.3,13/09/2024,08:24:16,1
3B004A292E,24.3,13/09/2024,08:24:22,1
3B004A292E,24.3,13/09/2024,08:24:28,1
3B004A292E,24.3,13/09/2024,08:24:34,1
3B004A292E,24.3,13/09/2024,08:24:44,1
