3B004C21D9,28.8,10/07/2025,18:39:06,1
3B004C21D9,28.7,10/07/2025,18:41:55,1
3B004BD33B,28.4,10/07/2025,18:52:45,1
3B004914DE,24.4,11/07/2025,06:57:03,1
3B004BD33B,26.5,11/07/2025,07:36:37,1
3B004BD33B,26.5,11/07/2025,07:38:23,1
3B004BD33B,31.4,11/07/2025,11:14:54,1
3B004BD33B,31.6,11/07/2025,11:38:45,1
3B004A1769,33.9,11/07/2025,13:54:20,1
3B0048C50C,30.3,11/07/2025,16:06:50,1
3B0048C50C,30.3,11/07/2025,16:07:22,1
3B004A1769,29.6,11/07/2025,16:13:18,1
3B004A1769,29.2,11/07/2025,16:16:32,1
3B004A1769,28.7,11/07/2025,16:16:48,1
3B004C21D9,28.7,11/07/2025,16:18:10,1
3B004BD33B,27.4,11/07/2025,16:28:08,1
3B004A1769,26.6,11/07/2025,16:45:33,1
3B004A1769,26.6,11/07/2025,16:45:49,1
3B004A1769,26.6,11/07/2025,16:46:49,1
3B004A1769,26.6,11/07/2025,16:47:08,1
3B004A1769,26.6,11/07/2025,16:47:34,1
3B004A1769,26.6,11/07/2025,16:47:50,1
3B004A1769,25.5,11/07/2025,18:09:46,1
3B004A1769,25.5,11/07/2025,18:10:58,1
3B004BD33B,25.9,11/07/2025,18:23:46,1
3B004BD33B,26.5,11/07/2025,18:57:12,1
3B004914DE,23.9,12/07/2025,06:11:26,1
3B004BD33B,24.3,12/07/2025,06:52:36,1
3B004BD33B,24.7,12/07/2025,07:34:16,1
3B004A1769,27.6,12/07/2025,09:44:35,1
3B004BD33B,31.7,12/07/2025,12:05:20,1
3B004BD33B,31.7,12/07/2025,12:06:00,1
3B004BD33B,31.7,12/07/2025,12:06:19,1
3B004BD33B,33.4,12/07/2025,14:08:14,1
3B004BD33B,34.0,12/07/2025,17:11:27,1
3B004BD33B,34.0,12/07/2025,17:36:40,1
3B004A1769,34.1,12/07/2025,17:46:36,1
3B004BD33B,28.1,13/07/2025,07:54:26,1
3B004914DE,31.4,13/07/2025,09:54:51,1
3B004914DE,31.5,13/07/2025,09:55:29,1
3B004914DE,31.5,13/07/2025,09:55:45,1
3B004BF2F6,32.0,13/07/2025,10:13:50,1
3B004BF2F6,32.1,13/07/2025,10:14:06,1
3B004BF2F6,32.1,13/07/2025,10:14:44,1
3B004BF2F6,32.1,13/07/2025,10:15:49,1
3B004BF2F6,32.1,13/07/2025,10:16:31,1
3B004BF2F6,32.2,13/07/2025,10:19:54,1
3B004BF2F6,32.2,13/07/2025,10:20:27,1
3B004BF2F6,32.2,13/07/2025,10:20:51,1
3B004BD33B,32.6,13/07/2025,10:45:22,1
3B004BD33B,33.9,13/07/2025,11:24:34,1
3B004BD33B,35.5,13/07/2025,14:32:11,1
3B004BD33B,35.5,13/07/2025,14:32:27,1
3B004BD33B,35.9,13/07/2025,15:04:09,1
3B004BD33B,32.3,13/07/2025,15:40:54,1
3B004A1769,26.3,13/07/2025,16:48:02,1
3B004BD33B,26.2,13/07/2025,16:50:45,1
3B004A1769,26.8,13/07/2025,16:51:35,1
3B004A1769,29.7,13/07/2025,18:22:37,1
3B004A1769,29.7,13/07/2025,18:24:11,1
3B004A1769,28.0,14/07/2025,07:50:02,1
3B004914DE,30.4,14/07/2025,09:43:34,1
3B004914DE,33.2,14/07/2025,11:43:43,1
3B004914DE,33.1,14/07/2025,11:48:23,1
3B004A1769,35.1,14/07/2025,14:30:38,1
3B004A1769,35.1,14/07/2025,14:30:54,1
3B004BD33B,34.8,14/07/2025,14:48:03,1
3B004BD33B,35.0,14/07/2025,14:52:08,1
3B004A1769,33.2,14/07/2025,18:22:25,1
3B0048C50C,30.9,15/07/2025,09:07:07,1
3B0048C50C,31.1,15/07/2025,09:10:52,1
3B0048C50C,31.1,15/07/2025,09:12:25,1
3B004A1769,32.2,15/07/2025,09:53:43,1
3B004BD33B,34.4,15/07/2025,11:31:17,1
3B004914DE,34.3,15/07/2025,12:07:47,1
3B004BD33B,35.2,15/07/2025,12:16:35,1
3B004914DE,34.8,15/07/2025,12:45:56,1
3B004BD33B,35.9,15/07/2025,16:00:52,1
3B004BD33B,30.1,15/07/2025,18:33:14,1
3B004914DE,26.8,16/07/2025,07:53:32,1
3B004BD33B,28.3,16/07/2025,10:36:40,1
3B004914DE,28.7,16/07/2025,11:10:31,1
3B004BD33B,29.0,16/07/2025,11:37:44,1
3B004BD33B,31.3,16/07/2025,14:01:06,1
3B004BD33B,31.3,16/07/2025,14:01:24,1
3B004BD33B,31.4,16/07/2025,14:03:57,1
3B004BF2F6,30.4,16/07/2025,15:03:38,1
3B004BF2F6,30.4,16/07/2025,15:04:05,1
3B004BF2F6,30.4,16/07/2025,15:04:21,1
3B004BF2F6,30.3,16/07/2025,15:06:11,1
3B004A1769,30.4,16/07/2025,17:48:51,1
3B004BD33B,25.1,17/07/2025,06:52:54,1
3B004BD33B,29.5,17/07/2025,13:36:17,1
3B004BD33B,30.0,17/07/2025,13:44:53,1
3B004A1769,31.1,17/07/2025,15:17:25,1
3B004A1769,31.1,17/07/2025,15:17:43,1
3B004A1769,28.3,17/07/2025,18:47:23,1
3B004BD33B,25.1,18/07/2025,07:03:43,1
3B004914DE,26.1,18/07/2025,07:41:22,1
3B004914DE,26.2,18/07/2025,07:43:39,1
3B004914DE,33.1,18/07/2025,11:54:23,1
3B004914DE,32.9,18/07/2025,11:57:34,1
3B004A1769,31.9,18/07/2025,12:57:37,1
3B004C21D9,24.9,18/07/2025,17:54:27,1
3B004BD33B,27.9,19/07/2025,09:33:52,1
3B004914DE,31.0,19/07/2025,15:26:50,1
3B004C21D9,30.8,19/07/2025,15:49:37,1
3B004BD33B,25.4,20/07/2025,07:12:15,1
3B0048C50C,25.7,20/07/2025,07:25:16,1
3B0048C50C,25.7,20/07/2025,07:25:38,1
3B0048C50C,25.7,20/07/2025,07:25:54,1
3B0048C50C,25.8,20/07/2025,07:26:40,1
3B0048C50C,25.8,20/07/2025,07:26:58,1
