3B00497A68,20.2,21/08/2024,06:35:35,1
3B00497A68,20.2,21/08/2024,06:35:41,1
3B00497A68,20.2,21/08/2024,06:35:56,1
3B00497A68,20.3,21/08/2024,06:37:19,1
3B00497A68,20.8,21/08/2024,07:47:16,1
3B00497A68,20.8,21/08/2024,07:48:08,1
3B00497A68,20.9,21/08/2024,07:48:16,1
3B00497A68,20.9,21/08/2024,07:48:22,1
3B004C056E,21.1,21/08/2024,07:53:41,1
3B004C056E,21.1,21/08/2024,07:54:36,1
3B004C056E,21.1,21/08/2024,07:54:48,1
3B004C056E,21.1,21/08/2024,07:54:54,1
3B004C056E,21.1,21/08/2024,07:55:54,1
3B00497A68,23.1,21/08/2024,08:35:56,1
3B00497A68,30.4,21/08/2024,11:26:07,1
3B00497A68,26.7,23/08/2024,09:42:28,1
3B00184CBD,28.3,23/08/2024,10:47:23,1
3B00184CBD,28.3,23/08/2024,10:47:37,1
3B00184CBD,28.3,23/08/2024,10:47:42,1
3B00184CBD,29.0,23/08/2024,11:09:35,1
3B00184CBD,29.0,23/08/2024,11:09:40,1
3B00184CBD,29.0,23/08/2024,11:09:46,1
3B00184CBD,29.0,23/08/2024,11:10:17,1
3B00184CBD,29.0,23/08/2024,11:10:22,1
3B00184CBD,29.0,23/08/2024,11:11:15,1
3B00184CBD,29.0,23/08/2024,11:12:45,1
3B00184CBD,29.0,23/08/2024,11:12:51,1
3B00184CBD,29.0,23/08/2024,11:12:58,1
3B004C056E,30.3,23/08/2024,12:46:13,1
3B004C056E,30.3,23/08/2024,12:46:18,1
3B004C056E,30.3,23/08/2024,12:46:23,1
3B004C056E,30.3,23/08/2024,12:46:28,1
3B004C056E,30.3,23/08/2024,12:46:33,1
3B004C056E,30.3,23/08/2024,12:47:48,1
3B004C056E,30.3,23/08/2024,12:48:03,1
3B004C056E,30.3,23/08/2024,12:48:34,1
3B004C056E,30.3,23/08/2024,12:49:03,1
3B004C056E,30.3,23/08/2024,12:49:09,1
3B004C056E,30.3,23/08/2024,12:49:15,1
3B004C056E,30.3,23/08/2024,12:49:23,1
3B004C056E,30.5,23/08/2024,12:49:28,1
3B004C056E,30.5,23/08/2024,12:49:34,1
3B004C056E,30.5,23/08/2024,12:49:39,1
3B00184CBD,31.1,23/08/2024,13:15:45,1
3B00184CBD,31.1,23/08/2024,13:15:50,1
3B00184CBD,31.1,23/08/2024,13:15:55,1
3B00184CBD,31.1,23/08/2024,13:16:02,1
3B00184CBD,31.1,23/08/2024,13:16:08,1
3B00184CBD,31.1,23/08/2024,13:16:29,1
3B00184CBD,31.1,23/08/2024,13:17:38,1
3B00184CBD,31.1,23/08/2024,13:17:45,1
3B00184CBD,31.1,23/08/2024,13:17:56,1
3B00184CBD,31.1,23/08/2024,13:18:17,1
3B004C056E,33.2,23/08/2024,15:12:38,1
3B004C056E,33.2,23/08/2024,15:12:43,1
3B004C056E,33.2,23/08/2024,15:12:49,1
3B004C056E,33.2,23/08/2024,15:12:55,1
3B004C056E,33.2,23/08/2024,15:13:00,1
3B004C056E,33.3,23/08/2024,15:14:44,1
3B004C056E,33.3,23/08/2024,15:14:49,1
3B00497A68,19.6,24/08/2024,07:32:21,1
3B00497A68,19.6,24/08/2024,07:32:33,1
3B00497A68,26.3,24/08/2024,09:04:57,1
3B00497A68,26.3,24/08/2024,09:05:02,1
3B00497A68,26.2,24/08/2024,09:05:53,1
3B00497A68,26.2,24/08/2024,09:05:58,1
