3B004B6417,24.1,06/11/2023,14:33:40,1
3B004B6417,24.1,06/11/2023,14:33:41,1
3B004B6417,23.5,07/11/2023,08:15:43,1
3B004B6417,23.5,07/11/2023,08:15:45,1
3B004B6417,23.5,07/11/2023,08:15:47,1
3B004B6417,23.5,07/11/2023,08:15:48,1
3B004B6417,23.5,07/11/2023,08:15:50,1
3B004B6417,23.5,07/11/2023,08:15:51,1
3B004B6417,23.5,07/11/2023,08:15:53,1
3B004B6417,23.5,07/11/2023,08:15:54,1
3B004B6417,28.9,07/11/2023,11:47:18,1
3B004B6417,28.9,07/11/2023,11:47:52,1
3B004B6417,28.9,07/11/2023,11:47:55,1
3B004B6417,30.5,07/11/2023,12:28:20,1
3B004B6417,30.5,07/11/2023,12:28:26,1
3B004B6417,30.3,07/11/2023,14:42:52,1
